Doba handlowa;OREB [Jednostka czasu od-do];Prognozowane zapotrzebowanie KSE [MW];Rzeczywiste zapotrzebowanie KSE [MW];Data publikacji
"2024-06-19";"13:30 - 13:45";21520;21038.678;"2025-01-30 15:15"
"2024-06-19";"13:45 - 14:00";20620;20684.658;"2025-01-30 15:15"
"2024-06-19";"14:00 - 14:15";20870;20619.824;"2025-01-30 15:15"
"2024-06-19";"14:15 - 14:30";21020;20969.37;"2025-01-30 15:15"
"2024-06-19";"14:30 - 14:45";21270;20982.436;"2025-01-30 15:15"
"2024-06-19";"14:45 - 15:00";21120;20937.973;"2025-01-30 15:15"
"2024-06-19";"15:00 - 15:15";21070;20859.498;"2025-01-30 15:15"
"2024-06-19";"15:15 - 15:30";21020;20964.129;"2025-01-30 15:15"
"2024-06-19";"15:30 - 15:45";20970;20816.744;"2025-01-30 15:15"
"2024-06-19";"15:45 - 16:00";21120;20894.197;"2025-01-30 15:15"
"2024-06-19";"16:00 - 16:15";21320;20943.799;"2025-01-30 15:15"
"2024-06-19";"16:15 - 16:30";21370;20921.482;"2025-01-30 15:15"
"2024-06-19";"16:30 - 16:45";21370;20812.621;"2025-01-30 15:15"
"2024-06-19";"16:45 - 17:00";21270;20718.432;"2025-01-30 15:15"
"2024-06-19";"17:00 - 17:15";21270;20875.268;"2025-01-30 15:15"
"2024-06-19";"17:15 - 17:30";20970;20825.832;"2025-01-30 15:15"
"2024-06-19";"17:30 - 17:45";20400;21066.844;"2025-01-30 15:15"
"2024-06-19";"17:45 - 18:00";20200;20835.072;"2025-01-30 15:15"
"2024-06-19";"18:00 - 18:15";20200;20634.434;"2025-01-30 15:15"
"2024-06-19";"18:15 - 18:30";20400;20683.037;"2025-01-30 15:15"
"2024-06-19";"18:30 - 18:45";20700;20839.92;"2025-01-30 15:15"
"2024-06-19";"18:45 - 19:00";20650;20797.533;"2025-01-30 15:15"
"2024-06-19";"19:00 - 19:15";20650;20819.121;"2025-01-30 15:15"
"2024-06-19";"19:15 - 19:30";21100;20802.52;"2025-01-30 15:15"
"2024-06-19";"19:30 - 19:45";21150;20926.055;"2025-01-30 15:15"
"2024-06-19";"19:45 - 20:00";21000;20944.758;"2025-01-30 15:15"
"2024-06-19";"20:00 - 20:15";20650;20965.92;"2025-01-30 15:15"
"2024-06-19";"20:15 - 20:30";21150;20857.229;"2025-01-30 15:15"
"2024-06-19";"20:30 - 20:45";21000;20688.324;"2025-01-30 15:15"
"2024-06-19";"20:45 - 21:00";20700;20700.217;"2025-01-30 15:15"
"2024-06-19";"21:00 - 21:15";20200;19962.59;"2025-01-30 15:15"
"2024-06-19";"21:15 - 21:30";20000;19632.498;"2025-01-30 15:15"
"2024-06-19";"21:30 - 21:45";19750;19428.857;"2025-01-30 15:15"
"2024-06-19";"21:45 - 22:00";19200;18808.104;"2025-01-30 15:15"
"2024-06-19";"22:00 - 22:15";19000;18644.787;"2025-01-30 15:15"
"2024-06-19";"22:15 - 22:30";18800;18239.475;"2025-01-30 15:15"
"2024-06-19";"22:30 - 22:45";18450;17866.771;"2025-01-30 15:15"
"2024-06-19";"22:45 - 23:00";18000;17410.184;"2025-01-30 15:15"
"2024-06-19";"23:00 - 23:15";17250;17170.994;"2025-01-30 15:15"
"2024-06-19";"23:15 - 23:30";16850;16739.074;"2025-01-30 15:15"
"2024-06-19";"23:30 - 23:45";16450;16432.602;"2025-01-30 15:15"
"2024-06-19";"23:45 - 24:00";16050;16120.352;"2025-01-30 15:15"
"2024-06-20";"00:00 - 00:15";16100;15839.958;"2025-01-30 15:15"
"2024-06-20";"00:15 - 00:30";15850;15642.419;"2025-01-30 15:15"
"2024-06-20";"00:30 - 00:45";15650;15368.012;"2025-01-30 15:15"
"2024-06-20";"00:45 - 01:00";15450;15315;"2025-01-30 15:15"
"2024-06-20";"01:00 - 01:15";15300;15078.092;"2025-01-30 15:15"
"2024-06-20";"01:15 - 01:30";15150;15119.306;"2025-01-30 15:15"
"2024-06-20";"01:30 - 01:45";15000;14898.314;"2025-01-30 15:15"
"2024-06-20";"01:45 - 02:00";14900;14780.586;"2025-01-30 15:15"
"2024-06-20";"02:00 - 02:15";14850;14795.732;"2025-01-30 15:15"
"2024-06-20";"02:15 - 02:30";14850;14746.386;"2025-01-30 15:15"
"2024-06-20";"02:30 - 02:45";14850;14931.471;"2025-01-30 15:15"
"2024-06-20";"02:45 - 03:00";14850;14821.67;"2025-01-30 15:15"
"2024-06-20";"03:00 - 03:15";14850;14768.46;"2025-01-30 15:15"
"2024-06-20";"03:15 - 03:30";14850;14637.399;"2025-01-30 15:15"
"2024-06-20";"03:30 - 03:45";14850;14670.63;"2025-01-30 15:15"
"2024-06-20";"03:45 - 04:00";14850;14645.572;"2025-01-30 15:15"
"2024-06-20";"04:00 - 04:15";14850;14658.056;"2025-01-30 15:15"
"2024-06-20";"04:15 - 04:30";14850;14512.911;"2025-01-30 15:15"
"2024-06-20";"04:30 - 04:45";14850;14768.738;"2025-01-30 15:15"
"2024-06-20";"04:45 - 05:00";14950;14997.315;"2025-01-30 15:15"
"2024-06-20";"05:00 - 05:15";15150;15144.608;"2025-01-30 15:15"
"2024-06-20";"05:15 - 05:30";15300;15306.46;"2025-01-30 15:15"
"2024-06-20";"05:30 - 05:45";15550;15560.494;"2025-01-30 15:15"
"2024-06-20";"05:45 - 06:00";16050;15927.536;"2025-01-30 15:15"
"2024-06-20";"06:00 - 06:15";17100;16973.17;"2025-01-30 15:15"
"2024-06-20";"06:15 - 06:30";17600;17686.033;"2025-01-30 15:15"
"2024-06-20";"06:30 - 06:45";18100;18176.76;"2025-01-30 15:15"
"2024-06-20";"06:45 - 07:00";18700;18624.615;"2025-01-30 15:15"
"2024-06-20";"07:00 - 07:15";19200;19310.36;"2025-01-30 15:15"
"2024-06-20";"07:15 - 07:30";19550;19623.094;"2025-01-30 15:15"
"2024-06-20";"07:30 - 07:45";19800;19768.617;"2025-01-30 15:15"
"2024-06-20";"07:45 - 08:00";19950;19744.496;"2025-01-30 15:15"
"2024-06-20";"08:00 - 08:15";20100;20123.47;"2025-01-30 15:15"
"2024-06-20";"08:15 - 08:30";20250;20354.672;"2025-01-30 15:15"
"2024-06-20";"08:30 - 08:45";20250;20096.32;"2025-01-30 15:15"
"2024-06-20";"08:45 - 09:00";20250;20083.055;"2025-01-30 15:15"
"2024-06-20";"09:00 - 09:15";20250;20291.928;"2025-01-30 15:15"
"2024-06-20";"09:15 - 09:30";20250;20125.16;"2025-01-30 15:15"
"2024-06-20";"09:30 - 09:45";20050;20147.18;"2025-01-30 15:15"
"2024-06-20";"09:45 - 10:00";19700;19650.293;"2025-01-30 15:15"
"2024-06-20";"10:00 - 10:15";19500;19547.78;"2025-01-30 15:15"
"2024-06-20";"10:15 - 10:30";19650;19809.94;"2025-01-30 15:15"
"2024-06-20";"10:30 - 10:45";19750;19764.518;"2025-01-30 15:15"
"2024-06-20";"10:45 - 11:00";19800;19790.13;"2025-01-30 15:15"
"2024-06-20";"11:00 - 11:15";19850;19778.932;"2025-01-30 15:15"
"2024-06-20";"11:15 - 11:30";19900;19698.793;"2025-01-30 15:15"
"2024-06-20";"11:30 - 11:45";19950;19607.844;"2025-01-30 15:15"
"2024-06-20";"11:45 - 12:00";20000;19865.957;"2025-01-30 15:15"
"2024-06-20";"12:00 - 12:15";20000;19567.441;"2025-01-30 15:15"
"2024-06-20";"12:15 - 12:30";20000;19563.656;"2025-01-30 15:15"
"2024-06-20";"12:30 - 12:45";20000;19571.75;"2025-01-30 15:15"
"2024-06-20";"12:45 - 13:00";20000;19077.096;"2025-01-30 15:15"
"2024-06-20";"13:00 - 13:15";20000;19418.47;"2025-01-30 15:15"
"2024-06-20";"13:15 - 13:30";19950;19645.963;"2025-01-30 15:15"
"2024-06-20";"13:30 - 13:45";19700;19430.633;"2025-01-30 15:15"
"2024-06-20";"13:45 - 14:00";19400;19135.564;"2025-01-30 15:15"
"2024-06-20";"14:00 - 14:15";19650;19398.057;"2025-01-30 15:15"
"2024-06-20";"14:15 - 14:30";19800;19767.518;"2025-01-30 15:15"
"2024-06-20";"14:30 - 14:45";19900;19623.377;"2025-01-30 15:15"
"2024-06-20";"14:45 - 15:00";19950;19034.818;"2025-01-30 15:15"
"2024-06-20";"15:00 - 15:15";20000;19723.152;"2025-01-30 15:15"
"2024-06-20";"15:15 - 15:30";20000;19901.688;"2025-01-30 15:15"
"2024-06-20";"15:30 - 15:45";20000;19856.639;"2025-01-30 15:15"
"2024-06-20";"15:45 - 16:00";20050;19915.035;"2025-01-30 15:15"
"2024-06-20";"16:00 - 16:15";20100;19954.773;"2025-01-30 15:15"
"2024-06-20";"16:15 - 16:30";20100;19990.918;"2025-01-30 15:15"
"2024-06-20";"16:30 - 16:45";20100;20166.78;"2025-01-30 15:15"
"2024-06-20";"16:45 - 17:00";20100;19905.86;"2025-01-30 15:15"
"2024-06-20";"17:00 - 17:15";20100;19991.213;"2025-01-30 15:15"
"2024-06-20";"17:15 - 17:30";20100;20067.219;"2025-01-30 15:15"
"2024-06-20";"17:30 - 17:45";20100;20159.217;"2025-01-30 15:15"
"2024-06-20";"17:45 - 18:00";20100;20119.238;"2025-01-30 15:15"
"2024-06-20";"18:00 - 18:15";20100;20115.246;"2025-01-30 15:15"
"2024-06-20";"18:15 - 18:30";20200;20324.572;"2025-01-30 15:15"
"2024-06-20";"18:30 - 18:45";20350;20313.043;"2025-01-30 15:15"
"2024-06-20";"18:45 - 19:00";20350;20438.217;"2025-01-30 15:15"
"2024-06-20";"19:00 - 19:15";20350;20632.625;"2025-01-30 15:15"
"2024-06-20";"19:15 - 19:30";20400;20654.664;"2025-01-30 15:15"
"2024-06-20";"19:30 - 19:45";20500;20777.125;"2025-01-30 15:15"
"2024-06-20";"19:45 - 20:00";20500;20657.127;"2025-01-30 15:15"
"2024-06-20";"20:00 - 20:15";20500;20736.3;"2025-01-30 15:15"
"2024-06-20";"20:15 - 20:30";20450;20913.441;"2025-01-30 15:15"
"2024-06-20";"20:30 - 20:45";20350;20876.793;"2025-01-30 15:15"
"2024-06-20";"20:45 - 21:00";20200;20699.055;"2025-01-30 15:15"
"2024-06-20";"21:00 - 21:15";20000;20408.117;"2025-01-30 15:15"
"2024-06-20";"21:15 - 21:30";19750;20259.078;"2025-01-30 15:15"
"2024-06-20";"21:30 - 21:45";19400;19912.898;"2025-01-30 15:15"
"2024-06-20";"21:45 - 22:00";18750;19434.686;"2025-01-30 15:15"
"2024-06-20";"22:00 - 22:15";18600;19296.855;"2025-01-30 15:15"
"2024-06-20";"22:15 - 22:30";18350;19021.29;"2025-01-30 15:15"
"2024-06-20";"22:30 - 22:45";18000;18703.848;"2025-01-30 15:15"
"2024-06-20";"22:45 - 23:00";17550;18300.555;"2025-01-30 15:15"
"2024-06-20";"23:00 - 23:15";17200;17758.498;"2025-01-30 15:15"
"2024-06-20";"23:15 - 23:30";16850;17573.64;"2025-01-30 15:15"
"2024-06-20";"23:30 - 23:45";16500;17059.21;"2025-01-30 15:15"
"2024-06-20";"23:45 - 24:00";16100;16776.008;"2025-01-30 15:15"
"2024-06-21";"00:00 - 00:15";15950;16355.021;"2025-01-30 15:15"
"2024-06-21";"00:15 - 00:30";15750;16169.997;"2025-01-30 15:15"
"2024-06-21";"00:30 - 00:45";15550;15949.125;"2025-01-30 15:15"
"2024-06-21";"00:45 - 01:00";15450;15730.32;"2025-01-30 15:15"
"2024-06-21";"01:00 - 01:15";15350;15678.708;"2025-01-30 15:15"
"2024-06-21";"01:15 - 01:30";15200;15598.497;"2025-01-30 15:15"
"2024-06-21";"01:30 - 01:45";15050;15445.511;"2025-01-30 15:15"
"2024-06-21";"01:45 - 02:00";14950;15218.713;"2025-01-30 15:15"
"2024-06-21";"02:00 - 02:15";14850;15153.731;"2025-01-30 15:15"
"2024-06-21";"02:15 - 02:30";14850;15129.939;"2025-01-30 15:15"
"2024-06-21";"02:30 - 02:45";14900;14931.618;"2025-01-30 15:15"
"2024-06-21";"02:45 - 03:00";14900;15006.562;"2025-01-30 15:15"
"2024-06-21";"03:00 - 03:15";14850;14978.176;"2025-01-30 15:15"
"2024-06-21";"03:15 - 03:30";14750;15015.262;"2025-01-30 15:15"
"2024-06-21";"03:30 - 03:45";14750;14819.193;"2025-01-30 15:15"
"2024-06-21";"03:45 - 04:00";14650;14762.703;"2025-01-30 15:15"
"2024-06-21";"04:00 - 04:15";14650;14678.674;"2025-01-30 15:15"
"2024-06-21";"04:15 - 04:30";14600;14859.808;"2025-01-30 15:15"
"2024-06-21";"04:30 - 04:45";14850;15071.269;"2025-01-30 15:15"
"2024-06-21";"04:45 - 05:00";15000;15125.686;"2025-01-30 15:15"
"2024-06-21";"05:00 - 05:15";15150;15363.201;"2025-01-30 15:15"
"2024-06-21";"05:15 - 05:30";15350;15336.257;"2025-01-30 15:15"
"2024-06-21";"05:30 - 05:45";15650;15682.838;"2025-01-30 15:15"
"2024-06-21";"05:45 - 06:00";16100;16236.226;"2025-01-30 15:15"
"2024-06-21";"06:00 - 06:15";17250;17255.002;"2025-01-30 15:15"
"2024-06-21";"06:15 - 06:30";17850;18051.615;"2025-01-30 15:15"
"2024-06-21";"06:30 - 06:45";18400;18523.469;"2025-01-30 15:15"
"2024-06-21";"06:45 - 07:00";19000;18966.436;"2025-01-30 15:15"
"2024-06-21";"07:00 - 07:15";19500;19625.229;"2025-01-30 15:15"
"2024-06-21";"07:15 - 07:30";19850;19991.438;"2025-01-30 15:15"
"2024-06-21";"07:30 - 07:45";20100;20221.598;"2025-01-30 15:15"
"2024-06-21";"07:45 - 08:00";20250;20309.826;"2025-01-30 15:15"
"2024-06-21";"08:00 - 08:15";20400;20672.63;"2025-01-30 15:15"
"2024-06-21";"08:15 - 08:30";20550;20717.633;"2025-01-30 15:15"
"2024-06-21";"08:30 - 08:45";20600;20765.648;"2025-01-30 15:15"
"2024-06-21";"08:45 - 09:00";20700;20667.123;"2025-01-30 15:15"
"2024-06-21";"09:00 - 09:15";20600;20571.871;"2025-01-30 15:15"
"2024-06-21";"09:15 - 09:30";20600;20367.32;"2025-01-30 15:15"
"2024-06-21";"09:30 - 09:45";20450;20119.012;"2025-01-30 15:15"
"2024-06-21";"09:45 - 10:00";20300;19911.38;"2025-01-30 15:15"
"2024-06-21";"10:00 - 10:15";20050;19781.924;"2025-01-30 15:15"
"2024-06-21";"10:15 - 10:30";20150;20080.004;"2025-01-30 15:15"
"2024-06-21";"10:30 - 10:45";20450;20056.717;"2025-01-30 15:15"
"2024-06-21";"10:45 - 11:00";20550;20162.318;"2025-01-30 15:15"
"2024-06-21";"11:00 - 11:15";20700;20214.893;"2025-01-30 15:15"
"2024-06-21";"11:15 - 11:30";20700;20174.37;"2025-01-30 15:15"
"2024-06-21";"11:30 - 11:45";20800;20156.1;"2025-01-30 15:15"
"2024-06-21";"11:45 - 12:00";20800;20352.412;"2025-01-30 15:15"
"2024-06-21";"12:00 - 12:15";20800;20358.582;"2025-01-30 15:15"
"2024-06-21";"12:15 - 12:30";20800;20175.62;"2025-01-30 15:15"
"2024-06-21";"12:30 - 12:45";20800;20248.598;"2025-01-30 15:15"
"2024-06-21";"12:45 - 13:00";20750;20536.352;"2025-01-30 15:15"
"2024-06-21";"13:00 - 13:15";20900;20543.188;"2025-01-30 15:15"
"2024-06-21";"13:15 - 13:30";20800;20287.951;"2025-01-30 15:15"
"2024-06-21";"13:30 - 13:45";20500;20060.63;"2025-01-30 15:15"
"2024-06-21";"13:45 - 14:00";20150;20067.875;"2025-01-30 15:15"
"2024-06-21";"14:00 - 14:15";20350;20105.117;"2025-01-30 15:15"
"2024-06-21";"14:15 - 14:30";20500;20421.838;"2025-01-30 15:15"
"2024-06-21";"14:30 - 14:45";20600;20598.004;"2025-01-30 15:15"
"2024-06-21";"14:45 - 15:00";20350;20495.434;"2025-01-30 15:15"
"2024-06-21";"15:00 - 15:15";20400;20858.9;"2025-01-30 15:15"
"2024-06-21";"15:15 - 15:30";20500;20690.328;"2025-01-30 15:15"
"2024-06-21";"15:30 - 15:45";20450;20854.197;"2025-01-30 15:15"
"2024-06-21";"15:45 - 16:00";20400;20924.516;"2025-01-30 15:15"
"2024-06-21";"16:00 - 16:15";20450;21165.41;"2025-01-30 15:15"
"2024-06-21";"16:15 - 16:30";20450;21086.557;"2025-01-30 15:15"
"2024-06-21";"16:30 - 16:45";20450;20918.453;"2025-01-30 15:15"
"2024-06-21";"16:45 - 17:00";20300;21148.02;"2025-01-30 15:15"
"2024-06-21";"17:00 - 17:15";20400;20951.934;"2025-01-30 15:15"
"2024-06-21";"17:15 - 17:30";20350;21056.09;"2025-01-30 15:15"
"2024-06-21";"17:30 - 17:45";20450;21064.482;"2025-01-30 15:15"
"2024-06-21";"17:45 - 18:00";20200;20743.914;"2025-01-30 15:15"
"2024-06-21";"18:00 - 18:15";20200;20566.031;"2025-01-30 15:15"
"2024-06-21";"18:15 - 18:30";20300;20745.484;"2025-01-30 15:15"
"2024-06-21";"18:30 - 18:45";20350;20738.457;"2025-01-30 15:15"
"2024-06-21";"18:45 - 19:00";20400;20935.49;"2025-01-30 15:15"
"2024-06-21";"19:00 - 19:15";20400;20842.387;"2025-01-30 15:15"
"2024-06-21";"19:15 - 19:30";21050;20587.36;"2025-01-30 15:15"
"2024-06-21";"19:30 - 19:45";21150;20631.951;"2025-01-30 15:15"
"2024-06-21";"19:45 - 20:00";21100;20492.236;"2025-01-30 15:15"
"2024-06-21";"20:00 - 20:15";20800;20591.2;"2025-01-30 15:15"
"2024-06-21";"20:15 - 20:30";20700;20507.46;"2025-01-30 15:15"
"2024-06-21";"20:30 - 20:45";20700;20331.492;"2025-01-30 15:15"
"2024-06-21";"20:45 - 21:00";20550;20241.22;"2025-01-30 15:15"
"2024-06-21";"21:00 - 21:15";20350;19690.326;"2025-01-30 15:15"
"2024-06-21";"21:15 - 21:30";20100;19651.844;"2025-01-30 15:15"
"2024-06-21";"21:30 - 21:45";19750;19491.393;"2025-01-30 15:15"
"2024-06-21";"21:45 - 22:00";19200;19008.043;"2025-01-30 15:15"
"2024-06-21";"22:00 - 22:15";18500;18967.033;"2025-01-30 15:15"
"2024-06-21";"22:15 - 22:30";18200;18579.633;"2025-01-30 15:15"
"2024-06-21";"22:30 - 22:45";17850;18197.615;"2025-01-30 15:15"
"2024-06-21";"22:45 - 23:00";17400;17762.771;"2025-01-30 15:15"
"2024-06-21";"23:00 - 23:15";17050;17317.018;"2025-01-30 15:15"
"2024-06-21";"23:15 - 23:30";16650;17098.844;"2025-01-30 15:15"
"2024-06-21";"23:30 - 23:45";16300;16607.963;"2025-01-30 15:15"
"2024-06-21";"23:45 - 24:00";15950;16241.195;"2025-01-30 15:15"
"2024-06-22";"00:00 - 00:15";15950;16189.394;"2025-01-30 15:15"
"2024-06-22";"00:15 - 00:30";15650;16020.841;"2025-01-30 15:15"
"2024-06-22";"00:30 - 00:45";15450;15658.621;"2025-01-30 15:15"
"2024-06-22";"00:45 - 01:00";15250;15524.19;"2025-01-30 15:15"
"2024-06-22";"01:00 - 01:15";15100;15285.119;"2025-01-30 15:15"
"2024-06-22";"01:15 - 01:30";14950;15191.163;"2025-01-30 15:15"
"2024-06-22";"01:30 - 01:45";14800;15145.66;"2025-01-30 15:15"
"2024-06-22";"01:45 - 02:00";14700;14949.178;"2025-01-30 15:15"
"2024-06-22";"02:00 - 02:15";14600;14883.732;"2025-01-30 15:15"
"2024-06-22";"02:15 - 02:30";14500;14618.854;"2025-01-30 15:15"
"2024-06-22";"02:30 - 02:45";14450;14684.514;"2025-01-30 15:15"
"2024-06-22";"02:45 - 03:00";14400;14663.623;"2025-01-30 15:15"
"2024-06-22";"03:00 - 03:15";14350;14940.643;"2025-01-30 15:15"
"2024-06-22";"03:15 - 03:30";14300;14734.408;"2025-01-30 15:15"
"2024-06-22";"03:30 - 03:45";14250;14605.287;"2025-01-30 15:15"
"2024-06-22";"03:45 - 04:00";14200;14437.437;"2025-01-30 15:15"
"2024-06-22";"04:00 - 04:15";14150;14416.511;"2025-01-30 15:15"
"2024-06-22";"04:15 - 04:30";14100;14295.139;"2025-01-30 15:15"
"2024-06-22";"04:30 - 04:45";14050;14205.44;"2025-01-30 15:15"
"2024-06-22";"04:45 - 05:00";14000;14524.547;"2025-01-30 15:15"
"2024-06-22";"05:00 - 05:15";13950;14471.607;"2025-01-30 15:15"
"2024-06-22";"05:15 - 05:30";13950;14384.49;"2025-01-30 15:15"
"2024-06-22";"05:30 - 05:45";13950;14358.226;"2025-01-30 15:15"
"2024-06-22";"05:45 - 06:00";14150;14265.93;"2025-01-30 15:15"
"2024-06-22";"06:00 - 06:15";14600;14824.039;"2025-01-30 15:15"
"2024-06-22";"06:15 - 06:30";14900;15171.958;"2025-01-30 15:15"
"2024-06-22";"06:30 - 06:45";15250;15316.553;"2025-01-30 15:15"
"2024-06-22";"06:45 - 07:00";15550;15631.614;"2025-01-30 15:15"
"2024-06-22";"07:00 - 07:15";15900;16220.047;"2025-01-30 15:15"
"2024-06-22";"07:15 - 07:30";16250;16454.996;"2025-01-30 15:15"
"2024-06-22";"07:30 - 07:45";16550;16719.998;"2025-01-30 15:15"
"2024-06-22";"07:45 - 08:00";16800;17167.162;"2025-01-30 15:15"
"2024-06-22";"08:00 - 08:15";17100;17447.162;"2025-01-30 15:15"
"2024-06-22";"08:15 - 08:30";17350;17625.281;"2025-01-30 15:15"
"2024-06-22";"08:30 - 08:45";17600;18037.088;"2025-01-30 15:15"
"2024-06-22";"08:45 - 09:00";17850;17862.281;"2025-01-30 15:15"
"2024-06-22";"09:00 - 09:15";18050;18133.025;"2025-01-30 15:15"
"2024-06-22";"09:15 - 09:30";18250;18165.016;"2025-01-30 15:15"
"2024-06-22";"09:30 - 09:45";18400;18184.742;"2025-01-30 15:15"
"2024-06-22";"09:45 - 10:00";18400;18438.242;"2025-01-30 15:15"
"2024-06-22";"10:00 - 10:15";18400;18409.535;"2025-01-30 15:15"
"2024-06-22";"10:15 - 10:30";18400;18634.654;"2025-01-30 15:15"
"2024-06-22";"10:30 - 10:45";18400;18580.566;"2025-01-30 15:15"
"2024-06-22";"10:45 - 11:00";18400;18472.967;"2025-01-30 15:15"
"2024-06-22";"11:00 - 11:15";18400;18588.115;"2025-01-30 15:15"
"2024-06-22";"11:15 - 11:30";18400;18908.316;"2025-01-30 15:15"
"2024-06-22";"11:30 - 11:45";18400;18893.11;"2025-01-30 15:15"
"2024-06-22";"11:45 - 12:00";18400;18850.988;"2025-01-30 15:15"
"2024-06-22";"12:00 - 12:15";18400;18657.174;"2025-01-30 15:15"
"2024-06-22";"12:15 - 12:30";18400;18386.396;"2025-01-30 15:15"
"2024-06-22";"12:30 - 12:45";18400;18201.965;"2025-01-30 15:15"
"2024-06-22";"12:45 - 13:00";18400;17894.56;"2025-01-30 15:15"
"2024-06-22";"13:00 - 13:15";18400;17887.68;"2025-01-30 15:15"
"2024-06-22";"13:15 - 13:30";18400;17505.021;"2025-01-30 15:15"
"2024-06-22";"13:30 - 13:45";18350;17163.238;"2025-01-30 15:15"
"2024-06-22";"13:45 - 14:00";18200;17218.945;"2025-01-30 15:15"
"2024-06-22";"14:00 - 14:15";18050;17095.842;"2025-01-30 15:15"
"2024-06-22";"14:15 - 14:30";17900;16916.29;"2025-01-30 15:15"
